channel_number,service_name,service_type,provider_name,video_type,service_id,pmt_pid,video_pid,audio_pid,pcr_pid,teletext_pid,satellite_type,ts_id,network_id,modulation,frequency,polarization,symbol_rate,fec,transport_spec,cas_type
11,SWR BW HD,TV,,HD,0x283F,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x03FB,0x01,Sat,11494,H,22000,auto,DVB-S2,FTA
12,WDR Köln HD,TV,,HD,0x6EA5,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x04B1,0x01,Sat,12422,H,27500,auto,DVB-S,FTA
13,BR Süd HD,TV,,HD,0x2855,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0401,0x01,Sat,11582,H,22000,auto,DVB-S2,FTA
14,NDR FS HH HD,TV,,HD,0x2859,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0401,0x01,Sat,11582,H,22000,auto,DVB-S2,FTA
15,KIKA HD,TV,,HD,0x2B98,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x03F2,0x01,Sat,11347,V,22000,auto,DVB-S2,FTA
16,3sat HD,TV,,HD,0x2B8E,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x03F2,0x01,Sat,11347,V,22000,auto,DVB-S2,FTA
17,ServusTV HD Deutschland,TV,,HD,0x1332,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x03EF,0x01,Sat,11303,H,22000,auto,DVB-S2,FTA
18,hr-fernsehen HD,TV,ARD,HD,0x2873,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0425,0x01,Sat,10891,H,22000,auto,DVB-S2,FTA
19,MDR S-Anhalt HD,TV,ARD,HD,0x2871,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0425,0x01,Sat,10891,H,22000,auto,DVB-S2,FTA
20,rbb Berlin HD,TV,ARD,HD,0x286F,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0425,0x01,Sat,10891,H,22000,auto,DVB-S2,FTA
21,Radio Bremen TV,TV,ARD,SD,0x6EE1,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x04B1,0x01,Sat,12422,H,27500,auto,DVB-S,FTA
22,EinsFestival HD,TV,ARD,HD,0x2888,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x040F,0x01,Sat,11053,H,22000,auto,DVB-S2,FTA
23,zdf_neo HD,TV,,HD,0x2B7A,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x03F3,0x01,Sat,11362,H,22000,auto,DVB-S2,FTA
24,zdf.kultur HD,TV,,HD,0x2B84,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x03F3,0x01,Sat,11362,H,22000,auto,DVB-S2,FTA
25,ZDFinfo HD,TV,,HD,0x2BA2,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x03F2,0x01,Sat,11347,V,22000,auto,DVB-S2,FTA
26,PHOENIX HD,TV,,HD,0x285B,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0401,0x01,Sat,11582,H,22000,auto,DVB-S2,FTA
27,SIXX,TV,,SD,0x0308,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0005,0x85,Sat,12460,H,27500,auto,DVB-S,FTA
28,SAT.1 Gold,TV,,SD,0x4460,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0453,0x01,Sat,12545,H,22000,auto,DVB-S,FTA
29,NICK/COMEDY,TV,,SD,0x7008,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0436,0x01,Sat,11973,V,27500,auto,DVB-S,FTA
30,SPORT1,TV,,SD,0x0384,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0021,0x85,Sat,12480,V,27500,auto,DVB-S,FTA
31,Eurosport Deutschland,TV,,SD,0x79E0,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0443,0x01,Sat,12226,H,27500,auto,DVB-S,FTA
32,HSE24 HD,TV,,HD,0x5270,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x041D,0x01,Sat,10773,H,22000,auto,DVB-S2,FTA
33,QVC HD,TV,,HD,0x526F,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x041D,0x01,Sat,10773,H,22000,auto,DVB-S2,FTA
34,juwelo TV HD,TV,,HD,0x151B,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0455,0x01,Sat,12574,H,22000,auto,DVB-S2,FTA
35,Sonnenklar.TV HD,TV,,HD,0x1518,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0455,0x01,Sat,12574,H,22000,auto,DVB-S2,FTA
36,TELE 5,TV,BetaDigital,SD,0x0033,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0021,0x85,Sat,12480,V,27500,auto,DVB-S,FTA
37,DMAX,TV,,SD,0x003F,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0021,0x85,Sat,12480,V,27500,auto,DVB-S,FTA
38,ANIXE HD,TV,,HD,0x526C,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x041D,0x01,Sat,10773,H,22000,auto,DVB-S2,FTA
39,n-tv,TV,RTL World,SD,0x2F3A,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0441,0x01,Sat,12188,H,27500,auto,DVB-S,FTA
40,N24,TV,ProSiebenSat.1,SD,0x445F,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0453,0x01,Sat,12545,H,22000,auto,DVB-S,FTA
41,BBC World,TV,BBC,SD,0x2742,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0402,0x01,Sat,11597,V,22000,auto,DVB-S,FTA
42,EuroNews,TV,GlobeCast,SD,0x79F4,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0443,0x01,Sat,12226,H,27500,auto,DVB-S,FTA
43,CNN Int.,TV,CNN,SD,0x6F6A,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x042C,0x01,Sat,11778,V,27500,auto,DVB-S,FTA
44,CNBC Europe,TV,CNBC,SD,0x272E,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0402,0x01,Sat,11597,V,22000,auto,DVB-S,FTA
45,NDR FS MV HD,TV,,HD,0x2858,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0401,0x01,Sat,11582,H,22000,auto,DVB-S2,FTA
46,NDR FS NDS HD,TV,,HD,0x2857,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0401,0x01,Sat,11582,H,22000,auto,DVB-S2,FTA
47,NDR FS SH HD,TV,,HD,0x285A,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0401,0x01,Sat,11582,H,22000,auto,DVB-S2,FTA
48,WDR HD Aachen,TV,,HD,0x6F76,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0457,0x01,Sat,12604,H,22000,auto,DVB-S,FTA
49,WDR HD Bielefeld,TV,,HD,0x6E92,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x04B1,0x01,Sat,12422,H,27500,auto,DVB-S,FTA
50,WDR HD Dortmund,TV,,HD,0x6E93,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x04B1,0x01,Sat,12422,H,27500,auto,DVB-S,FTA
51,WDR HD Düsseldorf,TV,,HD,0x6E94,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x04B1,0x01,Sat,12422,H,27500,auto,DVB-S,FTA
52,WDR HD Essen,TV,,HD,0x6E95,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x04B1,0x01,Sat,12422,H,27500,auto,DVB-S,FTA
53,WDR HD Münster,TV,,HD,0x6E96,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x04B1,0x01,Sat,12422,H,27500,auto,DVB-S,FTA
54,WDR HD Siegen,TV,,HD,0x6E97,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x04B1,0x01,Sat,12422,H,27500,auto,DVB-S,FTA
55,WDR HD Wuppertal,TV,,HD,0x6F81,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0457,0x01,Sat,12604,H,22000,auto,DVB-S,FTA
56,SWR RP HD,TV,,HD,0x2840,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x03FB,0x01,Sat,11494,H,22000,auto,DVB-S2,FTA
57,BR Nord HD,TV,,HD,0x2856,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0401,0x01,Sat,11582,H,22000,auto,DVB-S2,FTA
58,BR-alpha,TV,ARD,SD,0x6F47,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12266,H,27500,auto,DVB-S,FTA
59,MDR Sachsen,TV,ARD,SD,0x6E44,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0431,0x01,Sat,12110,H,27500,auto,DVB-S,FTA
60,MDR THÜRINGEN,TV,ARD,SD,0x6E46,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0431,0x01,Sat,12110,H,27500,auto,DVB-S,FTA
61,tagesschau24 HD,TV,,HD,0x2887,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x040F,0x01,Sat,11053,H,22000,auto,DVB-S2,FTA
62,EinsPlus,TV,ARD,SD,0x7033,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x041B,0x01,Sat,10744,H,22000,auto,DVB-S,FTA
63,INTV,TV,,SD,0x11FA,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x03FD,0x01,Sat,11523,H,22000,auto,DVB-S,FTA
64,rfo Regional Oberbayern,TV,,SD,0x11FD,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x03FD,0x01,Sat,11523,H,22000,auto,DVB-S,FTA
65,Ulm-Allgäu,TV,,SD,0x11FB,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x03FD,0x01,Sat,11523,H,22000,auto,DVB-S,FTA
66,rhein main tv,TV,T-Systems,SD,0x3146,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0459,0x01,Sat,12633,H,22000,auto,DVB-S,FTA
67,DAS VIERTE,TV,,SD,0x0701,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0005,0x85,Sat,12460,H,27500,auto,DVB-S,FTA
68,DELUXE MUSIC,TV,,SD,0x0041,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0007,0x85,Sat,12148,H,27500,auto,DVB-S,FTA
69,VIVA Germany,TV,,SD,0x7004,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0436,0x01,Sat,11973,V,27500,auto,DVB-S,FTA
70,iM1,TV,,SD,0x0304,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0005,0x85,Sat,12460,H,27500,auto,DVB-S,FTA
71,GoTV,TV,GoTV,SD,0x332E,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x045B,0x01,Sat,12663,H,22000,auto,DVB-S,FTA
72,TecTime TV,TV,,SD,0x1523,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0455,0x01,Sat,12574,H,22000,auto,DVB-S2,FTA
73,HSE24 EXTRA,TV,,SD,0x79EA,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0443,0x01,Sat,12226,H,27500,auto,DVB-S,FTA
74,HSE24 TREND,TV,,SD,0x004D,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0021,0x85,Sat,12480,V,27500,auto,DVB-S,FTA
75,collection,TV,,SD,0x0293,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0005,0x85,Sat,12460,H,27500,auto,DVB-S,FTA
76,1-2-3.tv,TV,BetaDigital,SD,0x0296,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0005,0x85,Sat,12460,H,27500,auto,DVB-S,FTA
77,AstroTV,TV,BetaDigital,SD,0x0295,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0021,0x85,Sat,12480,V,27500,auto,DVB-S,FTA
78,TV5MONDE EUROPE,TV,,SD,0x1B03,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x03FE,0x01,Sat,11538,V,22000,auto,DVB-S,FTA
79,NICK/CC AUT,TV,,SD,0x003D,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0007,0x85,Sat,12148,H,27500,auto,DVB-S,FTA
80,VIVA Austria,TV,,SD,0x003C,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0007,0x85,Sat,12148,H,27500,auto,DVB-S,FTA
81,RTL Austria,TV,RTL World,SD,0x7080,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0443,0x01,Sat,12226,H,27500,auto,DVB-S,FTA
82,VOX Austria,TV,RTL World,SD,0x7085,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0443,0x01,Sat,12226,H,27500,auto,DVB-S,FTA
83,RTL2 Austria,TV,RTL World,SD,0x708A,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0443,0x01,Sat,12226,H,27500,auto,DVB-S,FTA
84,Super RTL A,TV,RTL World,SD,0x708F,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0443,0x01,Sat,12226,H,27500,auto,DVB-S,FTA
85,ProSieben Schweiz,TV,ProSiebenSat.1,SD,0x4E21,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x043A,0x01,Sat,12051,V,27500,auto,DVB-S,FTA
86,ProSieben Austria,TV,ProSiebenSat.1,SD,0x4E22,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x043A,0x01,Sat,12051,V,27500,auto,DVB-S,FTA
87,Kabel 1 Schweiz,TV,ProSiebenSat.1,SD,0x4E23,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x043A,0x01,Sat,12051,V,27500,auto,DVB-S,FTA
88,Kabel 1 Austria,TV,ProSiebenSat.1,SD,0x4E24,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x043A,0x01,Sat,12051,V,27500,auto,DVB-S,FTA
89,SAT.1 A,TV,ProSiebenSat.1,SD,0x4E25,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x043A,0x01,Sat,12051,V,27500,auto,DVB-S,FTA
90,SAT.1 CH,TV,ProSiebenSat.1,SD,0x4E26,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x043A,0x01,Sat,12051,V,27500,auto,DVB-S,FTA
